someshchadda,4531,62,0,15736000,1893000,13843000,1,1
PratikH1,4491,34,13,535096000,,,0,0
someshchadda,4496,297,8,496315000,16967000,479348000,6,6
jflewis,4527,77,41,4102000,1533000,2569000,2,2
prabhjotarora,4524,7,4,21651000,7531000,14120000,1,1
dnln,4523,8,2,682000,,,0,0
tgrowden,4477,296,4,560396000,2919000,557477000,1,1
dnln,4518,1,4,224147000,,,0,0
dnln,4519,12,2,222473000,,,0,0
aravind-anil-h1,4467,237,27,612084000,32231000,579853000,9,9
someshchadda,4521,22,3,1719000,,,0,0
djj211,4520,6,3,1163000,,,0,0
aravind-anil-h1,4458,488,141,649383000,19314000,630069000,9,9
jflewis,4515,219,92,15560000,919000,14641000,2,2
djj211,4516,34,16,10714000,,,0,0
someshchadda,4511,33,10,64367000,,,0,0
djj211,4510,11,16,60178000,,,0,0
djj211,4514,132,48,8199000,,,0,0
prabhjotarora,4512,94,10,50234000,186000,50048000,4,4
chandraH1,4468,1,1,368717000,,,0,0
djj211,4499,17,40,37463000,,,0,0
djj211,4484,242,96,183941000,,,0,0
asensf,4443,17,3,775759000,,,0,0
rbaxter08,4508,1,1,740000,,,0,0
dnln,4507,11,3,4019000,,,0,0
dnln,4506,15,9,5625000,,,0,0
vigneshr1905,4472,167,5,277963000,32922000,245041000,3,3
djj211,4437,547,63,789152000,80987000,708165000,3,3
caleb-mahala-h1,4492,128,9,93982000,8893000,85089000,3,3
someshchadda,4405,1988,1061,1457787000,586746000,871041000,5,5
dnln,4504,6,4,1553000,,,0,0
djj211,4495,267,1120,6796000,4681000,2115000,2,2
dnln,4485,887,72,89071000,75477000,13594000,14,13
someshchadda,4494,3,1,4057000,2947000,1110000,1,1
djj211,4493,36,17,11013000,,,0,0
jflewis,4489,20,7,6613000,166000,6447000,1,1
aravind-anil-h1,4415,67,9,1217181000,72614000,1144567000,2,2
rbaxter08,4488,6,6,238000,,,0,0
caleb-mahala-h1,4487,7,1,815000,,,0,0
jflewis,4455,1,0,498949000,,,0,0
